customer_id,transaction_id,violation_type,article_reference,details
CUST00004,TXN05636,Missing Consent,GDPR Art.6 | DPDP S.6,Missing Consent failed for CUST00004
CUST03923,TXN07288,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03923
CUST03924,TXN05580,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03924
CUST03925,TXN08610,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03925
CUST03926,TXN01222,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03926
CUST03928,TXN05502,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03928
CUST03929,TXN05580,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03929
CUST03931,TXN04982,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03931
CUST03933,TXN05929,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03933
CUST03934,TXN02521,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03934
CUST03935,TXN00847,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03935
CUST03937,TXN06318,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03937
CUST03940,TXN02799,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03940
CUST03942,TXN02285,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03942
CUST03944,TXN09668,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03944
CUST03946,TXN04786,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03946
CUST03947,TXN00306,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03947
CUST03952,TXN06988,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03952
CUST03953,TXN07482,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03953
CUST03955,TXN00935,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03955
CUST03956,TXN04875,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03956
CUST03957,TXN08267,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03957
CUST03959,TXN06075,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03959
CUST03960,TXN01103,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03960
CUST03961,TXN01631,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03961
CUST03962,TXN03759,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03962
CUST03963,TXN02333,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03963
CUST03972,TXN00747,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03972
CUST03978,TXN07607,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03978
CUST03983,TXN01385,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03983
CUST03986,TXN03907,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03986
CUST03994,TXN06596,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03994
CUST03995,TXN00377,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03995
CUST03996,TXN02441,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03996
CUST03999,TXN02206,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST03999
CUST04004,TXN06209,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04004
CUST04007,TXN02537,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04007
CUST04008,TXN00443,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04008
CUST04010,TXN07172,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04010
CUST04011,TXN06954,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04011
CUST04015,TXN03769,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04015
CUST04017,TXN08331,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04017
CUST04018,TXN04829,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04018
CUST04021,TXN07496,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04021
CUST04022,TXN05762,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04022
CUST04024,TXN01517,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04024
CUST04025,TXN07680,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04025
CUST04027,TXN09577,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04027
CUST04028,TXN09123,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04028
CUST04033,TXN04434,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04033
CUST04035,TXN02226,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04035
CUST04036,TXN05547,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04036
CUST04037,TXN08035,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04037
CUST04039,TXN03066,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04039
CUST04040,TXN03174,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04040
CUST04042,TXN00071,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04042
CUST04043,TXN00848,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04043
CUST04045,TXN02620,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04045
CUST04047,TXN02567,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04047
CUST04048,TXN05298,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04048
CUST04052,TXN08950,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04052
CUST04053,TXN00081,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04053
CUST04054,TXN04065,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04054
CUST04055,TXN08851,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04055
CUST04057,TXN06326,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04057
CUST04060,TXN01235,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04060
CUST04065,TXN07325,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04065
CUST04068,TXN08290,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04068
CUST04069,TXN06363,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04069
CUST04070,TXN08810,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04070
CUST04071,TXN04029,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04071
CUST04079,TXN08244,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04079
CUST04082,TXN00111,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04082
CUST04083,TXN01165,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04083
CUST04085,TXN06072,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04085
CUST04088,TXN01017,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04088
CUST04090,TXN00666,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04090
CUST04093,TXN03917,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04093
CUST04095,TXN02515,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04095
CUST04107,TXN04435,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04107
CUST04110,TXN04651,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04110
CUST04111,TXN07994,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04111
CUST04113,TXN03314,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04113
CUST04115,TXN07223,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04115
CUST04116,TXN01749,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04116
CUST04118,TXN02275,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04118
CUST04119,TXN09329,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04119
CUST04123,TXN03064,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04123
CUST04125,TXN02628,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04125
CUST04126,TXN00123,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04126
CUST04129,TXN00711,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04129
CUST04130,TXN07797,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04130
CUST04134,TXN01114,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04134
CUST04138,TXN07864,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04138
CUST04139,TXN04474,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04139
CUST04140,TXN01270,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04140
CUST04141,TXN02435,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04141
CUST04144,TXN08173,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04144
CUST04147,TXN05496,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04147
CUST04155,TXN05309,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04155
CUST04160,TXN03193,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04160
CUST04164,TXN09533,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04164
CUST04166,TXN07881,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04166
CUST04167,TXN00960,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04167
CUST04168,TXN00873,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04168
CUST04170,TXN00410,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04170
CUST04177,TXN03234,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04177
CUST04178,TXN08222,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04178
CUST04179,TXN07147,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04179
CUST04183,TXN03167,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04183
CUST04184,TXN05962,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04184
CUST04186,TXN07138,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04186
CUST04187,TXN00918,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04187
CUST04190,TXN09249,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04190
CUST04194,TXN07771,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04194
CUST04201,TXN00969,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04201
CUST04204,TXN05022,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04204
CUST04207,TXN01823,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04207
CUST04210,TXN05179,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04210
CUST04211,TXN03844,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04211
CUST04216,TXN00606,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04216
CUST04218,TXN00864,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04218
CUST04221,TXN07417,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04221
CUST04222,TXN02236,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04222
CUST04223,TXN06933,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04223
CUST04227,TXN09612,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04227
CUST04228,TXN09336,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04228
CUST04229,TXN06715,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04229
CUST04235,TXN03662,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04235
CUST04245,TXN08612,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04245
CUST04248,TXN01423,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04248
CUST04250,TXN03937,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04250
CUST04252,TXN04100,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04252
CUST04254,TXN08805,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04254
CUST04256,TXN00285,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04256
CUST04257,TXN04866,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04257
CUST04263,TXN09568,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04263
CUST04265,TXN08624,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04265
CUST04266,TXN07997,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04266
CUST04267,TXN03744,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04267
CUST04268,TXN00457,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04268
CUST04270,TXN02090,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04270
CUST04272,TXN06548,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04272
CUST04273,TXN06411,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04273
CUST04274,TXN06823,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04274
CUST04276,TXN01176,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04276
CUST04277,TXN08369,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04277
CUST04278,TXN07390,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04278
CUST04280,TXN03678,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04280
CUST04281,TXN05695,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04281
CUST04282,TXN06642,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04282
CUST04283,TXN09350,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04283
CUST04285,TXN07708,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04285
CUST04288,TXN06242,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04288
CUST04291,TXN01050,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04291
CUST04297,TXN05609,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04297
CUST04298,TXN01099,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04298
CUST04300,TXN00066,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04300
CUST04302,TXN02194,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04302
CUST04305,TXN03895,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04305
CUST04306,TXN00557,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04306
CUST04307,TXN03073,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04307
CUST04310,TXN07182,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04310
CUST04311,TXN08997,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04311
CUST04313,TXN06150,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04313
CUST04316,TXN04433,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04316
CUST04318,TXN09664,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04318
CUST04327,TXN09661,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04327
CUST04331,TXN09314,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04331
CUST04332,TXN08353,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04332
CUST04334,TXN07411,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04334
CUST04337,TXN08009,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04337
CUST04339,TXN04240,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04339
CUST04343,TXN06889,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04343
CUST04345,TXN07945,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04345
CUST04346,TXN03322,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04346
CUST04347,TXN04570,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04347
CUST04350,TXN08377,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04350
CUST04354,TXN06419,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04354
CUST04355,TXN06031,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04355
CUST04357,TXN02469,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04357
CUST04358,TXN08957,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04358
CUST04360,TXN04787,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04360
CUST04363,TXN04809,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04363
CUST04367,TXN02355,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04367
CUST04369,TXN00597,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04369
CUST04372,TXN08055,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04372
CUST04374,TXN04360,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04374
CUST04375,TXN02811,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04375
CUST04376,TXN00499,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04376
CUST04377,TXN02000,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04377
CUST04378,TXN09223,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04378
CUST04391,TXN08649,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04391
CUST04392,TXN03410,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04392
CUST04394,TXN07150,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04394
CUST04396,TXN05384,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04396
CUST04399,TXN03769,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04399
CUST04404,TXN07853,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04404
CUST04405,TXN00348,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04405
CUST04407,TXN03516,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04407
CUST04416,TXN01565,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04416
CUST04417,TXN03907,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04417
CUST04426,TXN07617,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04426
CUST04427,TXN07680,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04427
CUST04430,TXN01178,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04430
CUST04433,TXN00538,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04433
CUST04436,TXN06749,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04436
CUST04438,TXN05455,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04438
CUST04440,TXN05699,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04440
CUST04441,TXN06529,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04441
CUST04443,TXN09777,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04443
CUST04444,TXN01031,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04444
CUST04448,TXN07071,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04448
CUST04456,TXN08491,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04456
CUST04457,TXN01123,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04457
CUST04461,TXN09482,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04461
CUST04463,TXN01582,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04463
CUST04464,TXN06490,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04464
CUST04465,TXN09234,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04465
CUST04466,TXN04444,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04466
CUST04467,TXN03565,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04467
CUST04469,TXN04576,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04469
CUST04471,TXN02328,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04471
CUST04480,TXN07673,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04480
CUST04482,TXN02125,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04482
CUST04483,TXN05556,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04483
CUST04485,TXN08753,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04485
CUST04486,TXN07572,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04486
CUST04489,TXN06674,Retention Exceeded,GDPR Art.5(1)(e) | DPDP S.8,Retention Exceeded failed for CUST04489
